APN,Registered Date,Property Type,PropertyAddress,PropertyCity,PropertyState,PropertyZip,CouncilDistrict,Lender,LenderContact,LenderContactPhone,PropertyManagement,PropertyManagementContact,PropertyManagementAddress,PropertyMgmtContactPhone,lon,lat,Property on map
7346011003,01/21/2021 12:00:00 AM,Multi-Family,1652 W 220TH ST,TORRANCE,CA,90501,15,Aztec Financial,Chloe Allton,818-848-8960,New Beginning Properties Inc,Jose Chavez,1454   CEDAR ST  San Bernardino CA 92405,877-339-8202,-118.30827,33.82783,POINT (-118.30827 33.82783)
6006002049,12/14/2021 12:00:00 AM,Multi-Family,149 E 59TH PL,LOS ANGELES,CA,90003,9,Specialized Loan Servicing LLC C/O Computershare on behalf of beneficiary,Computershare Management,720-241-7375,First Team Real Estate,Eddy Leon,20234   State ROAD  Cerritos CA 90703,562-461-1200,-118.27218,33.98617,POINT (-118.27218 33.98617)
5480001022,10/05/2021 12:00:00 AM,Single Family,6027 E BURWOOD AVE,LOS ANGELES,CA,90042,14,Wells Fargo Bank N.A.,Jenna Douglas,877-617-5274,LPS,Jenna Douglas,1003  E Brier DR  San Bernardino CA 92408,281-404-7816,-118.18793,34.12707,POINT (-118.18793 34.12707)
2531025021,01/28/2021 12:00:00 AM,Single Family,11871 N VANPORT AVE,LOS ANGELES,CA,91342,7,Mr. Cooper,Paula Acosta,800-468-1743,"Solid Foundation Properties, LLC.",Compliance Team,2690   Cobb PKWY A5379 SMYRNA GA 30080,333-205-7447,-118.39929,34.28592,POINT (-118.39929 34.28592)
2427009016,01/06/2021 12:00:00 AM,Single Family,7319 W WOODROW WILSON DR,LOS ANGELES,CA,90046,4,RUSHMORE LOAN MANAGEMENT SERVICES,Property Preservation,949-341-5601,EDWARD ZUBIA,EDWARD ZUBIA,3540   wilshire BLVD  Los Angeles CA 90010,213-804-7437,-118.35279,34.12337,POINT (-118.35279 34.12337)
2690003014,05/26/2021 12:00:00 AM,Single Family,17230 W OSBORNE ST,LOS ANGELES,CA,91325,12,integrated lender services inc,michael reagan,714-822-3342,NULL,NULL,,NULL,-118.50978,34.2333,POINT (-118.50978 34.2333)
2728031005,01/07/2021 12:00:00 AM,Single Family,10429 N AMBERWOOD LANE,LOS ANGELES,CA,91326,12,PHH Mortgage/Ocwen Financial Corporation,Marquita Bullock,561-682-7547,Guardian Asset Management,Colleen McEntee,2300  E Lincoln HWY  Langhorne PA 19047,267-825-0283,-118.54436,34.26037,POINT (-118.54436 34.26037)
4403016011,06/03/2021 12:00:00 AM,Single Family,343 N SKYEWIAY ROAD,LOS ANGELES,CA,90049,11,Carrington Mortgage Services,code compliance,866-563-1100,Greenfield Property LLC,MCS LLC,4033   Stable Drive   Palmdale CA 93552,866-563-1100,-118.48149,34.06463,POINT (-118.48149 34.06463)
2362014129,03/31/2021 12:00:00 AM,Single Family,4424 N COLDWATER CANYON AVE,LOS ANGELES,CA,91604,4,Mr. Cooper LLC,Paula Acosta,800-468-1743,AFS c/o PRIORITY 1 PROPERTY PRESERVATION INC - SOUTH,Bill Kleiser,2780   DOVE TAIL TR  San Marcos CA 92078,800-468-1743,-118.41359,34.15122,POINT (-118.41359 34.15122)
6014015009,10/04/2021 12:00:00 AM,Single Family,1226 W 66TH ST,LOS ANGELES,CA,90044,8,Reverse Mortgage Solutions,Monique White,866-503-5559,Carlos Sims,Carlos Sims,11820   Cherrylee DR  El Monte CA 91732,800-639-2151,-118.29678,33.97905,POINT (-118.29678 33.97905)
5686006016,01/04/2021 12:00:00 AM,Multi-Family,5052 N SHEARIN AVE,LOS ANGELES,CA,90041,14,Alex Mehdiani,Alex Mehdiani,818-252-8552,NULL,NULL,,NULL,-118.21039,34.13783,POINT (-118.21039 34.13783)
2405018029,02/08/2021 12:00:00 AM,Single Family,9916 W LULL ST,LOS ANGELES,CA,91504,2,Specialized Loan Servicing LLC C/O Computershare on behalf of beneficiary,Computershare Management,720-241-7375,First Team Real Estate,Eddy Leon,20234   State ROAD  Cerritos CA 90703,562-461-1200,-118.34703,34.20923,POINT (-118.34703 34.20923)
5014022021,10/25/2021 12:00:00 AM,Single Family,4610 S 5TH AVE,LOS ANGELES,CA,90043,8,Celink,Cory Daggett,866-654-0020,J & J BOARD- UPS/FIVE BROTHERS,JAVIER ORTIZ,475  S Rall AVE  Bassett CA 91746,626-290-9017,-118.32234,34.00141,POINT (-118.32234 34.00141)
5516019004,01/04/2021 12:00:00 AM,Single Family,235 N GRAMERCY PL,LOS ANGELES,CA,90004,13,Shellpoint Mortgage Servicing,Eric Moore,877-338-3791,Safeguard,Code Compliance,27720   Jefferson AVE  Temecula CA 92590,877-338-3791,-118.31263,34.0757,POINT (-118.31263 34.0757)
4324007057,01/19/2021 12:00:00 AM,Single Family,10966 W ROCHESTER AVE,LOS ANGELES,CA,90024,5,Reverse Mortgage Solutions,Shelly Martinez,281-404-7962,South Pacific Field Services LLC,Tamie Mason,31568   Railroad Canyon ROAD 100 Canyon Lake CA 92587,951-696-8100,-118.44454,34.05545,POINT (-118.44454 34.05545)
4229019216,01/07/2021 12:00:00 AM,Single Family,13700 W MARINA POINTE DR,LOS ANGELES,CA,90292,11,CALIBER HOME LOANS,SHIRIN SHIHADI,214-874-4174,Edward Zubia,Edward Zubia,3540   WILSHIRE BLVD 1109 LOS ANGELES CA 90010,213-804-7437,-118.44503,33.98482,POINT (-118.44503 33.98482)
2646022025,04/07/2021 12:00:00 AM,Single Family,10227 N AMBOY AVE,LOS ANGELES,CA,91331,7,"Asset Management Holdings II, LLC",Stewart Williams,800-217-3880,"Asset Management Holdings II, LLC",Stewart Williams,2206  N Mantle LANE  Santa Ana CA 92705,714-709-5798,-118.42651,34.25608,POINT (-118.42651 34.25608)
2616025026,01/04/2021 12:00:00 AM,Single Family,13863 W EUSTACE ST,LOS ANGELES,CA,91331,7,Shellpoint Mortgage Servicing,Eric Moore,877-338-3791,Cyprexx - Physical Address,Code Compliance,525   Grand Regency BLVD  Brandon FL 33510,813-387-5891,-118.43517,34.26993,POINT (-118.43517 34.26993)
5005022023,09/29/2021 12:00:00 AM,Multi-Family,5427 S ST ANDREWS PL,LOS ANGELES,CA,90062,8,SUPERIOR LOAN SERVICING,BARRY HARARI,818-483-0027,Lender Processing Services,Jenna Douglas,1003  E Brier DR  San Bernardino CA 92408,877-617-8274,-118.31153,33.99238,POINT (-118.31153 33.99238)
5103005016,01/13/2021 12:00:00 AM,Single Family,700 E 52ND PL,LOS ANGELES,CA,90011,9,LoanCare LLC,Eric MOORE,877-338-3791,ServiceLink Field Services,Jennifer Spies,10385   Westmoor DR  Westminster CO 80021,303-653-8258,-118.2629,33.99491,POINT (-118.2629 33.99491)
2507023005,01/04/2021 12:00:00 AM,Single Family,14412 W HERRON ST,LOS ANGELES,CA,91342,7,Security National Servicing Corp,Eric Moore,877-338-3791,First Allegiance,John Concepcion,473   Broadway  5th F Bayonne NJ 7002,201-746-8715,-118.44705,34.2966,POINT (-118.44705 34.2966)
4370020030,12/01/2021 12:00:00 AM,Single Family,10560 W DOLCEDO WAY,LOS ANGELES,CA,90077,5,Private Money SOlutions,elaine Guralnik,310-351-8985,NULL,NULL,,NULL,-118.44758,34.09423,POINT (-118.44758 34.09423)
5033011021,01/04/2021 12:00:00 AM,Single Family,3776 S GRAYBURN AVE,LOS ANGELES,CA,90018,10,Shellpoint Mortgage Servicing,Eric Moore,877-338-3791,Safeguard,Code Compliance,27720   Jefferson AVE  Temecula CA 92590,877-338-3791,-118.33181,34.01771,POINT (-118.33181 34.01771)
5486022010,11/29/2021 12:00:00 AM,Single Family,329 N MARIE AVE,LOS ANGELES,CA,90042,14,Champion Mortgage,Jennifer Hathaway,972-894-2950,J & J BOARD- UPS/FIVE BROTHERS,JAVIER ORTIZ,475  S Rall AVE  Bassett CA 91746,626-290-9017,-118.18091,34.12099,POINT (-118.18091 34.12099)
5084029017,01/14/2021 12:00:00 AM,Multi-Family,1279 S ORANGE DR,LOS ANGELES,CA,90019,10,Wells Fargo Bank N.A.,Jenna Douglas,877-617-5274,Lender Processing Services,Jenna Douglas,1003  E Brier DR  San Bernardino CA 92408,877-617-8274,-118.34587,34.05121,POINT (-118.34587 34.05121)
7449024021,01/15/2021 12:00:00 AM,Multi-Family,450 W 2ND ST,SAN PEDRO,CA,90731,15,Select Portfolio Servicing,Select Portfolio Servicing,888-349-8964,Edward Zubia,edaward zubia,3540   wilshire BLVD  Los Angeles CA 90010,213-804-7437,-118.2868,33.74249,POINT (-118.2868 33.74249)
5036009020,01/14/2021 12:00:00 AM,Single Family,3867 S HOBART BLVD,LOS ANGELES,CA,90062,8,Mortgage Management Consultants,Property Department,847-550-7410,Los Angeles County Property Preservation,Eddie Zubia,3540   WILSHIRE BLVD 1109 LOS ANGELES CA 90010,213-804-7437,-118.30791,34.01538,POINT (-118.30791 34.01538)
2627028049,11/03/2021 12:00:00 AM,Single Family,13254 W REEDLEY ST,LOS ANGELES,CA,91402,6,Celink,Cory Daggett,866-654-0020,J & J BOARD- UPS/FIVE BROTHERS,JAVIER ORTIZ,475  S Rall AVE  Bassett CA 91746,626-290-9017,-118.42179,34.22657,POINT (-118.42179 34.22657)
2356031016,02/02/2021 12:00:00 AM,Single Family,12415 W RIVERSIDE DR,LOS ANGELES,CA,91607,2,Mr. Cooper,Paula Acosta,800-468-1743,Xome Field Services C/O New Beginning Properties Inc.,Lourdes Chavez,999  W Marshall BLVD  San Bernadino CA 92405,800-468-1743,-118.40387,34.15779,POINT (-118.40387 34.15779)
5567011014,01/12/2021 12:00:00 AM,Single Family,2125 N KEW DR,HOLLYWOOD,CA,90046,4,Fidelity National Title Company,Sara Berens,916-636-2092,Sklar Kirsh LLP,Jerry Kay,1880   CENTURY PARK EAST   LOS ANGELES CA 90067,310-845-6416,-118.37614,34.10933,POINT (-118.37614 34.10933)
6035021022,01/28/2021 12:00:00 AM,Single Family,2129 W 84TH PL,LOS ANGELES,CA,90047,8,Wells Fargo Bank N.A.,Jenna Douglas,877-617-5274,LPS,Jenna Douglas,1003  E Brier DR  San Bernardino CA 92408,281-404-7816,-118.31659,33.96191,POINT (-118.31659 33.96191)
2701037036,01/05/2021 12:00:00 AM,Single Family,11884 N MARIPOSA BAY LANE,LOS ANGELES,CA,91326,12,Fay Servicing,Eric Moore,877-338-3791,Safeguard,Code Compliance,27720   Jefferson AVE  Temecula CA 92590,877-338-3791,-118.56865,34.28694,POINT (-118.56865 34.28694)
2259021027,04/06/2021 12:00:00 AM,Single Family,16858 W HALPER ST,LOS ANGELES,CA,91436,4,PHH Mortgage Corporation,Marquita Bullock,888-820-6474,The Herac Group,Torres Rose,11030   Arrow RE  RANCHO CUCAMONGA CA 91730,909-481-1100,-118.50075,34.16644,POINT (-118.50075 34.16644)
4007026005,10/22/2021 12:00:00 AM,Single Family,6418 S 3RD AVE,LOS ANGELES,CA,90043,8,Celink,Daniel Stack,866-727-4303,Carlos Sims,Carlos Sims,11820   Cherrylee DR  El Monte CA 91732,800-639-2151,-118.3205,33.98148,POINT (-118.3205 33.98148)
4127014004,01/11/2021 12:00:00 AM,Single Family,7719 S HINDRY AVE,LOS ANGELES,CA,90045,11,Cenlar FSB,Eric Moore,877-338-3791,Safeguard,Code Compliance,27720   Jefferson AVE  Temecula CA 92590,877-338-3791,-118.37431,33.96664,POINT (-118.37431 33.96664)
2231010021,04/29/2021 12:00:00 AM,Single Family,16667 W VICTORY BLVD,LOS ANGELES,CA,91406,6,Specialized Loan Servicing LLC C/O Computershare on behalf of beneficiary,Computershare Management,720-241-7375,First Team Real Estate,Eddy Leon,20234   State ROAD  Cerritos CA 90703,562-461-1200,-118.49691,34.18683,POINT (-118.49691 34.18683)
2174025021,01/08/2021 12:00:00 AM,Single Family,4526 N TENANGO DR,LOS ANGELES,CA,91364,3,Specialized Loan Servicing LLC C/O Computershare on behalf of beneficiary,Computershare Management,720-241-7375,First Team Real Estate,Eddy Leon,20234   State ROAD  Cerritos CA 90703,562-461-1200,-118.57351,34.15206,POINT (-118.57351 34.15206)
4360022003,01/31/2021 12:00:00 AM,Single Family,536 S HILGARD AVE,LOS ANGELES,CA,90024,5,"Strategic Acquisitions, Inc.",Jonathan Pelanne,818-769-7880,Strategic Property Management,Yvette Flores,27489   Agoura ROAD  Agoura Hills CA 91301,818-769-8301,-118.43754,34.07115,POINT (-118.43754 34.07115)
5090029042,02/02/2021 12:00:00 AM,Single Family,801  PLYMOUTH,LOS ANGELES,CA,90005,5,Mr. Cooper,Paula Acosta,800-468-1743,"Solid Foundation Properties, LLC.",Compliance Team,2690   Cobb PKWY A5379 SMYRNA GA 30080,333-205-7447,-118.32416,34.06003,POINT (-118.32416 34.06003)
5064019015,12/21/2021 12:00:00 AM,Single Family,2011 S CURSON AVE,LOS ANGELES,CA,90016,10,Celink,Cory Daggett,866-654-0020,J & J BOARD- UPS/FIVE BROTHERS,JAVIER ORTIZ,475  S Rall AVE  Bassett CA 91746,626-290-9017,-118.36355,34.03975,POINT (-118.36355 34.03975)
5062006022,12/28/2021 12:00:00 AM,Multi-Family,5136 W WASHINGTON BLVD,LOS ANGELES,CA,90016,10,"Propfunds Capital, LLC C/O RESS Financial Corporation",Bruce Beasley,951-270-0164,NULL,NULL,,NULL,-118.35213,34.04095,POINT (-118.35213 34.04095)
6041016016,11/05/2021 12:00:00 AM,Multi-Family,219 1/2 E 87TH ST,LOS ANGELES,CA,90003,9,Celink,Cory Daggett,866-654-0020,J & J BOARD- UPS/FIVE BROTHERS,JAVIER ORTIZ,475  S Rall AVE  Bassett CA 91746,626-290-9017,-118.27104,33.95919,POINT (-118.27104 33.95919)
2424018020,01/11/2021 12:00:00 AM,Single Family,10413 W BLOOMFIELD ST,LOS ANGELES,CA,91602,2,Select Portfolio Servicing,Select Portfolio Servicing,888-349-8964,Edward Zubia,edaward zubia,3540   wilshire BLVD  Los Angeles CA 90010,213-804-7437,-118.35757,34.14959,POINT (-118.35757 34.14959)
5451023017,01/05/2021 12:00:00 AM,Vacant Residential,469 W DEL NORTE ST,LOS ANGELES,CA,90065,1,Chih-Wen Yu,Chih-Wen Yu,949-387-1262,C&H Trust Deed Service,Coby Halavais,1   1 Orchard Rd.  110 Lake Forest CA 92679,949-305-8901,-118.21545,34.0924,POINT (-118.21545 34.0924)
2642009024,01/22/2021 12:00:00 AM,Single Family,9353 N VARNA AVE,LOS ANGELES,CA,91331,6,NEW AMERICAN FUNDING,KARLA HOWES,949-445-8824,SO CAL INSPECTORS INC,SUZANNE PHILLIPS,9525   Stewart and Gray RD  Downey CA 90241,949-445-8824,-118.43796,34.23996,POINT (-118.43796 34.23996)
2530010026,04/09/2021 12:00:00 AM,Single Family,11632 W KAGEL CANYON ST,LOS ANGELES,CA,91342,7,Mr. Cooper LLC,Paula Acosta,800-468-1743,"Solid Foundation Properties, LLC.",Compliance Team,2690   Cobb PKWY A5379 SMYRNA GA 30080,333-205-7447,-118.38546,34.27683,POINT (-118.38546 34.27683)
2625027018,12/03/2021 12:00:00 AM,Single Family,9173 N ROSLYNDALE AVE,LOS ANGELES,CA,91331,6,"Deutsche Bank National Trust Company, as Trustee",Select Portfolio Servicing,888-349-8964,Edward Zubia,Edward Zubia,3540   WILSHIRE BLVD 1109 LOS ANGELES CA 90010,213-804-7437,-118.43093,34.23681,POINT (-118.43093 34.23681)
4327013110,08/19/2021 12:00:00 AM,Single Family,10380 W WILSHIRE BLVD 1-69,LOS ANGELES,CA,90024,5,Val-Chris Investments Inc.,Chris Boulter,714-856-5060,Val-Chris Investments Inc.,Chris Boulter,2601   Main  400 Irvine CA 92614,949-252-8020,-118.4277,34.06719,POINT (-118.4277 34.06719)
5017009003,01/04/2021 12:00:00 AM,Single Family,1246 W 51ST ST,LOS ANGELES,CA,90037,9,Select Portfolio Servicing,Select Portfolio Servicing,888-349-8964,Edward Zubia,edaward zubia,3540   wilshire BLVD  Los Angeles CA 90010,213-804-7437,-118.29764,33.99676,POINT (-118.29764 33.99676)
5303013017,03/16/2021 12:00:00 AM,Single Family,4023 N SINOVA ST,LOS ANGELES,CA,90031,1,B&B Funding LLC,Ira Bailey,866-533-6600,Merlin Enterprises Inc Summit Realty,Laura Dietz,7875   FULTON AVE  NORTH HOLLYWOOD CA 91605,818-782-7422,-118.19741,34.0922,POINT (-118.19741 34.0922)
6055023027,01/14/2021 12:00:00 AM,Single Family,9628 S HOBART BLVD,LOS ANGELES,CA,90047,8,Wells Fargo Bank N.A.,Jenna Douglas,877-617-5274,Lender Processing Services,Jenna Douglas,1003  E Brier DR  San Bernardino CA 92408,877-617-8274,-118.30772,33.94776,POINT (-118.30772 33.94776)
2717017030,10/09/2021 12:00:00 AM,Single Family,10811 N AMIGO AVE,LOS ANGELES,CA,91326,12,Celink,Cory Daggett,866-654-0020,J & J BOARD- UPS/FIVE BROTHERS,JAVIER ORTIZ,475  S Rall AVE  Bassett CA 91746,626-290-9017,-118.53851,34.26654,POINT (-118.53851 34.26654)
4382003016,04/07/2021 12:00:00 AM,Single Family,2815 N DEEP CANYON DR,LOS ANGELES,CA,90210,5,"Barclays, llc",vida lavi,310-383-9797,NULL,NULL,,NULL,-118.4318,34.12386,POINT (-118.4318 34.12386)
7451034024,01/08/2021 12:00:00 AM,Multi-Family,814  7TH ST,SAN PEDRO,CA,90731,15,PNC MORTGAGE PRESALE,JENNIFER SMITH,937-910-1887,SAFEGAURD PROPERTIES,EDWARD ZUBIA,3540   WILSHIRE BLVD 1109 LOS ANGELES CA 90010,213-383-2097,-118.2948,33.73798,POINT (-118.2948 33.73798)
5586006021,05/26/2021 12:00:00 AM,Multi-Family,1954 1/2 N ARGYLE AVE,LOS ANGELES,CA,90068,4,"5 AIF Sycamore 2, LLC",Nicole Herring,949-664-5852,5 Arch Asset Management,Nicole Herring,19800  E MacArthur BLVD  Irvine CA 92612,949-664-5970,-118.32509,34.10688,POINT (-118.32509 34.10688)
7423020023,08/31/2021 12:00:00 AM,Single Family,1136 N CARY AVE,LOS ANGELES,CA,90744,15,Mr. Cooper LLC,Paula Acosta,800-468-1743,"Solid Foundation Properties, LLC.",Compliance Team,2690   Cobb PKWY A5379 SMYRNA GA 30080,333-205-7447,-118.25731,33.78611,POINT (-118.25731 33.78611)
5028016003,01/06/2021 12:00:00 AM,Single Family,4506 W DON MILAGRO DR,LOS ANGELES,CA,90008,8,TIAA Bank,Tammy Maurice,904-623-6829,Safeguard,Code Compliance,27720   Jefferson AVE  Temecula CA 92590,877-338-3791,-118.35318,34.00855,POINT (-118.35318 34.00855)
6016036012,01/04/2021 12:00:00 AM,Multi-Family,1846 W 71ST ST,LOS ANGELES,CA,90047,8,OK LLC,jeanie bedrosian,310-994-2900,OK LLC,jeanie bedrosian,11693   san vicente BLVD 202 LOS ANGELES CA 90049,310-994-2900,-118.31067,33.97527,POINT (-118.31067 33.97527)
5589024016,03/17/2021 12:00:00 AM,Single Family,2018 N CATALINA ST,LOS ANGELES,CA,90027,4,Mr. Cooper,Paula Acosta,800-468-1743,"Solid Foundation Properties, LLC.",Compliance Team,2690   Cobb PKWY A5379 SMYRNA GA 30080,333-205-7447,-118.2949,34.10818,POINT (-118.2949 34.10818)
5023030035,02/02/2021 12:00:00 AM,Non-Residential,02627  W VERNON AVE,LOS ANGELES,CA,90008,10,US Bank National Association,Carrie Bratcher,800-365-7772,Edward Zubia,Edward Zubia,3540   wilshire BLVD  Los Angeles CA 90010,213-804-7437,-118.322326,34.003755,POINT (-118.322326 34.003755)
2257020129,01/05/2021 12:00:00 AM,Single Family,5460  WHITE OAK,LOS ANGELES,CA,91436,5,JP Morgan Chase NA,Amy Lott,888-310-1506,Edward Zubia,edaward zubia,3540   wilshire BLVD  Los Angeles CA 90010,213-804-7437,-118.51815,34.17036,POINT (-118.51815 34.17036)
2601071003,03/16/2021 12:00:00 AM,Single Family,17827 W SIDWELL ST,LOS ANGELES,CA,91344,12,Mr. Cooper LLC,Paula Acosta,800-468-1743,"Solid Foundation Properties, LLC.",Compliance Team,2690   Cobb PKWY A5379 SMYRNA GA 30080,333-205-7447,-118.52282,34.30023,POINT (-118.52282 34.30023)
2820014018,11/24/2021 12:00:00 AM,Single Family,18810 W KIRKCOLM LANE,LOS ANGELES,CA,91326,12,Celink,Cory Daggett,866-654-0020,J & J BOARD- UPS/FIVE BROTHERS,JAVIER ORTIZ,475  S Rall AVE  Bassett CA 91746,626-290-9017,-118.54316,34.29203,POINT (-118.54316 34.29203)
5221030013,01/09/2021 12:00:00 AM,Single Family,5117 E BOHLIG RD,LOS ANGELES,CA,90032,14,PHH Mortgage/Ocwen Financial Corporation,Marquita Bullock,561-682-7547,Guardian Asset Management,Colleen McEntee,2300  E Lincoln HWY  Langhorne PA 19047,267-825-0283,-118.17224,34.07026,POINT (-118.17224 34.07026)
6002012003,01/04/2021 12:00:00 AM,Single Family,1455 W 60TH ST,LOS ANGELES,CA,90047,8,Reverse Mortgage Solutions,Monique White,866-503-5559,National Field Services,Carlos Sims,11820   Cherrylee DR  El Monte CA 91732,626-485-8889,-118.30211,33.98599,POINT (-118.30211 33.98599)
4214013008,01/07/2021 12:00:00 AM,Single Family,3852 S MCLAUGHLIN AVE,LOS ANGELES,CA,90066,11,Select Portfolio Servicing,Select Portfolio Servicing,888-349-8964,Edward Zubia,edaward zubia,3540   wilshire BLVD  Los Angeles CA 90010,213-804-7437,-118.42348,34.0075,POINT (-118.42348 34.0075)
6050007029,10/04/2021 12:00:00 AM,Single Family,755 E 94TH ST,LOS ANGELES,CA,90002,9,"Easy Realty and Loans Inc, a California corporation, Beneficiary",Matthew Matoesian,323-319-2583,"Easy Realty and Loans, Inc. a California corporation, Beneficiary",Kevin Kwon,6125   Washington BLVD 300 Culver city CA 90232,213-375-3128,-118.26113,33.95123,POINT (-118.26113 33.95123)
6004010016,01/22/2021 12:00:00 AM,Multi-Family,951 W 61ST ST,L.A.,CA,90044,9,US Bank National Association,Carrie Bratcher,800-365-7772,Edward Zubia,Edward Zubia,3540   wilshire BLVD  Los Angeles CA 90010,213-804-7437,-118.29059,33.98471,POINT (-118.29059 33.98471)
2137019036,07/28/2021 12:00:00 AM,Single Family,20760 W VOSE ST,LOS ANGELES,CA,91306,3,SN Servicing Corporation,Ashlee McKenney,707-476-2622,Safeguard,Code Compliance,27720   Jefferson AVE  Temecula CA 92590,877-338-3791,-118.58609,34.1982,POINT (-118.58609 34.1982)
2555019002,01/08/2021 12:00:00 AM,Single Family,8206 W HILLROSE ST,LOS ANGELES,CA,91040,7,Specialized Loan Servicing LLC C/O Computershare on behalf of beneficiary,Computershare Management,720-241-7375,First Team Real Estate,Eddy Leon,20234   State ROAD  Cerritos CA 90703,562-461-1200,-118.31169,34.26322,POINT (-118.31169 34.26322)
5054026014,01/07/2021 12:00:00 AM,Multi-Family,1459 W 25TH ST,LOS ANGELES,CA,90007,8,Security National Servicing Corp,Eric Moore,877-338-3791,First Allegiance,John Concepcion,473   Broadway 5th Fl AVE  Bayonne NJ 7002,201-746-8715,-118.2934,34.03377,POINT (-118.2934 34.03377)
5072032026,01/08/2021 12:00:00 AM,Multi-Family,2627 W 17TH ST,LOS ANGELES,CA,90019,10,Specialized Loan Servicing LLC C/O Computershare on behalf of beneficiary,Computershare Management,720-241-7375,First Team Real Estate,Eddy Leon,20234   State ROAD  Cerritos CA 90703,562-461-1200,-118.31871,34.04193,POINT (-118.31871 34.04193)
4369015004,06/24/2021 12:00:00 AM,Single Family,600 N CASCADA WAY,LOS ANGELES,CA,90049,5,Specialized Loan Servicing LLC C/O Computershare on behalf of beneficiary,Computershare Management,720-241-7375,First Team Real Estate,Eddy Leon,20234   State ROAD  Cerritos CA 90703,562-461-1200,-118.46175,34.08074,POINT (-118.46175 34.08074)
4302025006,01/12/2021 12:00:00 AM,Single Family,1924 S SHERBOURNE DR,LOS ANGELES,CA,90034,10,Select Portfolio Servicing,Select Portfolio Servicing,888-349-8964,Edward Zubia,edaward zubia,3540   wilshire BLVD  Los Angeles CA 90010,213-804-7437,-118.38199,34.04289,POINT (-118.38199 34.04289)
4366015033,01/07/2021 12:00:00 AM,Single Family,375 S GLENROY AVE,LOS ANGELES,CA,90049,5,Fay Servicing LLC,Eric Moore,877-338-3791,MCS,Code Compliance,350   HIGHLAND DR  LEWISVILLE TX 75067,813-387-1100,-118.46166,34.06839,POINT (-118.46166 34.06839)
6051021015,01/05/2021 12:00:00 AM,Single Family,803 E 107TH ST,LOS ANGELES,CA,90002,8,CLS - COMMUNITY LOAN SERVICING,Eric Moore,877-338-3791,Five Brothers,Five Brothers,12220  E 13 Mile RD  Warren MI 48093,586-772-7600,-118.26063,33.93939,POINT (-118.26063 33.93939)
